"Register D"	"Number of instructions executed"
16506854	1026956163
3328226	1027409318
15596895	1027502512
14997233	1027930691
12191936	1028344205
13594737	1028680719
2402904	1029053941
15782681	1029121739
2370449	1029556820
14452685	1029623729
5909157	1030022298
10225698	1030186346
11618989	1030468890
1686476	1030787876
7390714	1030834205
1635558	1031038916
508313	1031085644
7788609	1031099633
10746152	1031315271
3083594	1031610296
4008264	1031694985
14799032	1031805056
9495619	1032211332
15202136	1032473828
11319252	1032891171
13397898	1033203724
12855524	1033573341
8966507	1033928069
10102077	1034176040
11195277	1034455189
1154539	1034764340
11474689	1034796067
13313623	1035111098
3242692	1035476606
9000049	1035565656
4061914	1035812752
110871	1035924286
7913993	1035927369
364016	1036146451
3876876	1036156478
14952373	1036262944
15501525	1036675233
6891174	1037102593
5172587	1037291799
7995	1037435624
16134195	1037437685
2021558	1037882419
8662607	1037939745
8669874	1038179379
379655	1038419209
2050383	1038429670
15074195	1038485995
15263393	1038901630
12148748	1039322452
10711767	1039655984
9976440	1039950064
8376581	1040225762
10505725	1040455743
1476407	1040745966
12187969	1040788333
12497047	1041122936
13497914	1041467822
2670211	1041838384
10883370	1041913518
8016884	1042214115
13935296	1042436018
14366873	1042820384
11702236	1043214802
3730876	1043537869
7583308	1043642116
2428539	1043850320
16337334	1043917026
11918870	1044365533
2187127	1044692751
3845959	1044752828
15490661	1044860239
14176252	1045287305
16383934	1045678286
7254068	1046128067
10244273	1046329033
2695442	1046612081
468242	1046686116
4521920	1046699013
12806558	1046824974
737500	1047176559
15149165	1047196841
6854412	1047612735
12293926	1047802732
9202650	1048140247
11050288	1048394700
12254696	1048699875
5011574	1049038104
8017257	1049177512
14747425	1049399429
1625101	1049804298
2658902	1049850746
11198151	1049925572
7579308	1050234800
7832075	1050442892
824704	1050657928
14869724	1050682403
2234681	1051092417
16684909	1051155602
2746187	1051615449
3034787	1051690870
13005596	1051776014
491420	1052134865
13941128	1052148392
3360016	1052532919
6806686	1052625196
12056451	1052812078
5076405	1053143069
2393515	1053282456
4971845	1053349995
12794285	1053486512
13870857	1053837761
9946123	1054218564
14513810	1054491630
14890299	1054890080
6925455	1055298869
15765196	1055489013
5340605	1055923611
1016759	1056070250
12586117	1056098197
1490102	1056445533
14407355	1056488271
11108624	1056883795
8333132	1057188774
8886824	1057417565
15327983	1057661553
13923954	1058082347
4169603	1058466405
9690101	1058580900
11735907	1058846931
4946149	1059169130
9689744	1059304940
15737835	1059570964
10422391	1060004813
5272850	1060290955
1065598	1060437538
13914087	1060468628
9430851	1060852413
7208109	1061111332
475138	1061309232
12551187	1061322318
2876322	1061666896
7808714	1061745887
785649	1061960279
15678232	1061981877
14397072	1062412296
1577527	1062807540
179594	1062852686
13229780	1062859451
13697389	1063222649
6950315	1063598692
5306831	1063791321
545577	1063938828
8866633	1063955645
14774923	1064199080
6629822	1064604698
4691890	1064786729
12600514	1064915560
8377589	1065263288
11985912	1065493290
10875184	1065824141
9952496	1066122708
7786025	1066395942
12531238	1066611510
12020077	1066955542
1115125	1067285539
15601397	1067316188
1402802	1067746292
883500	1067784837
5919446	1067809130
4890861	1067973458
8071696	1068109548
15202611	1068331164
11068743	1068748521
15437157	1069054200
8310045	1069477997
11856609	1069707950
1848820	1070035252
2477000	1070087839
15307074	1070155868
3323346	1070576095
9962612	1070669156
14404787	1070944476
1213246	1071339930
7859958	1071375073
10746813	1071590865
11751179	1071885904
4218809	1072208523
10201613	1072326168
16444954	1072606248
16474005	1073059508
10991135	1073511767
8297888	1073813519
11609770	1074043136
11191503	1074361870
11158138	1074670916
6011129	1074979052
382460	1075144094
3555320	1075154625
12811564	1075254056
12671578	1075605781
1478435	1075953663
1628301	1075996086
11984002	1076042618
8409055	1076373420
1346959	1076606089
7586633	1076644900
957671	1076853195
12689446	1076881317
2788573	1077229689
2949388	1077308071
15575468	1077389078
8009524	1077816669
9377860	1078038376
13149545	1078295846
11554699	1078658645
11306595	1078977666
5155198	1079289876
16498752	1079433225
14915241	1079886163
5857362	1080295631
9906537	1080456459
14464777	1080728440
2227657	1081127345
1765387	1081188528
8470154	1081238826
2045879	1081471376
11490377	1081527575
10601412	1081843033
9615874	1082134082
4036289	1082399882
2563256	1082510716
15987313	1082581118
16400214	1083020014
7677586	1083472049
16369651	1083682843
3126507	1084132232
3506218	1084218090
11591813	1084314378
15263546	1084634414
10272096	1085055243
9999252	1085339054
2153578	1085615375
7656293	1085676327
1631329	1085888332
73450	1085934948
7391799	1085937002
10301258	1086141748
6037972	1086424565
15361460	1086592148
4087250	1087015665
6497760	1087129698
9096446	1087308103
3055135	1087559637
12956192	1087645341
4299161	1088001035
15777175	1088119086
16277637	1088554013
3141842	1089002681
6070123	1089088959
4021943	1089257424
11921666	1089367866
542446	1089695161
5026755	1089711887
12139267	1089851708
4149039	1090184981
8042217	1090298916
2635962	1090521512
10484265	1090595708
517802	1090883544
122497	1090897792
7632620	1090901190
3151601	1091112544
196292	1091200894
12352155	1091208114
5165482	1091549024
9571180	1091692653
9893032	1091957228
5838889	1092230630
990230	1092390954
13132771	1092418180
5282663	1092780517
12439939	1092927366
4396737	1093268885
2869434	1093389617
2327823	1093468419
5478363	1093532360
9674513	1093682779
12465691	1093948390
8516060	1094292422
12038568	1094526225
15765278	1094856726
14401548	1095291331
13019245	1095686701
4834860	1096045923
14644253	1096178681
16548016	1096580715
348047	1097036803
1246155	1097046396
2354221	1097080643
13533700	1097145305
4393987	1097518653
2107366	1097639315
1416908	1097699000
16019801	1097737930
11418411	1098179521
16231929	1098494804
5936445	1098940413
15444413	1099105210
13293025	1099529203
8002553	1099895936
11294695	1100117447
2606163	1100429328
13291290	1100500906
10667806	1100867597
13494762	1101162272
8918062	1101532743
16229089	1101779391
10342274	1102224923
7210908	1102508860
16516680	1102708643
1737133	1103163877
15432921	1103213398
5928048	1103637076
734317	1103801642
11239364	1103821840
3936012	1104130403
13493882	1104240292
14657459	1104610742
14558253	1105013133
13200400	1105414607
15145855	1105777007
13103485	1106192810
3166749	1106552543
10300772	1106641313
2784464	1106924116
7185733	1107002386
10801515	1107199677
11947249	1107498020
1724364	1107827814
5350084	1107876985
6942393	1108023883
7170076	1108214489
6611467	1108411353
16482650	1108594679
3754896	1109047176
15474422	1109150289
9989311	1109576907
619564	1109852955
7223835	1109870003
9538384	1110070143
931134	1110332016
10687724	1110359417
11357529	1110652839
357135	1110964650
343119	1110974495
13876048	1110983955
13702532	1111364898
12193684	1111741081
14787900	1112077644
15578876	1112483619
16200841	1112911301
2156412	1113356063
1339182	1113417092
4978216	1113455693
5146711	1113592385
6673858	1113735503
8183114	1113918738
904754	1114145205
8412867	1114170079
3448146	1114402853
15441010	1114499344
6694443	1114923246
16191156	1115108854
14778871	1115553350
1721753	1115959073
15311617	1116008174
2553281	1116428527
3801133	1116500448
12853632	1116606634
12234224	1116961313
15892798	1117298982
11085604	1117737087
15689918	1118041436
16451303	1118472170
1922660	1118923806
4339441	1118976624
1404778	1119097580
7313820	1119136181
2986954	1119336986
12238024	1119419015
14171421	1119756789
9298543	1120147644
641662	1120402930
9287383	1120420580
14865514	1120675558
7852211	1121085460
917590	1121301042
6237287	1121328072
2275110	1121499330
15985522	1121563621
1509530	1122002468
7459731	1122043946
16020895	1122248755
6456513	1122690374
1909144	1122869444
8808320	1122921891
9245852	1123165522
1201207	1123419366
11364538	1123454180
10827781	1123766180
11330382	1124063452
6394852	1124376313
7169778	1124551890
12913147	1124748740
13650041	1125103251
9249502	1125479791
2312123	1125733733
4650705	1125797240
8385910	1125926736
2486436	1126156969
7535187	1126225257
10997220	1126433937
10774558	1126735850
10938905	1127033458
4325698	1127335574
672352	1127456159
3962283	1127476455
14930877	1127587058
3357923	1127996953
13720710	1128089167
11307401	1128465847
9397755	1128778078
3864163	1129036087
6109384	1129143995
1593455	1129311739
6527104	1129357319
12674809	1129536529
3901276	1129884495
9569356	1129991626
1267513	1130256152
4139403	1130290987
2719047	1130404656
11123901	1130479335
9481222	1130784727
8314649	1131046831
13740695	1131276910
13631338	1131654136
11282794	1132028359
16233102	1132339918
9079849	1132785562
2268880	1133036648
1439359	1133100764
12524538	1133140310
16094374	1133484153
11329389	1133925989
9975565	1134238822
15708713	1134514499
9933842	1134945751
8321575	1135218481
14549156	1135448749
11236513	1135849971
4837824	1136158457
16183820	1136291292
1267779	1136737384
4704130	1136772226
5732322	1136901393
12145634	1137058784
12287188	1137392225
1172161	1137729551
1813824	1137761761
16393550	1137811590
6159664	1138263443
7313284	1138432566
583312	1138633357
8749289	1138651203
10597346	1138891411
10772524	1139182348
2810075	1139479900
273690	1139558870
2749770	1139568225
16357486	1139643744
48597	1140092804
3434575	1140095971
2389804	1140192091
1206778	1140259532
1668384	1140294493
1834912	1140340332
16622512	1140390735
9285338	1140847068
3232667	1141101990
14262519	1141190767
3837608	1141582315
15433727	1141689495
10170605	1142113194
4876944	1142392420
2526435	1142528132
4597074	1142599318
12349248	1142727351
5005878	1143068184
11732163	1143207438
7728942	1143529532
11393736	1143741733
1735409	1144054531
5107670	1144104003
11942024	1144244244
3914573	1144573898
2730243	1144681393
8367741	1144756380
6239642	1144986116
11711536	1145157437
2968245	1145480763
12313400	1145562281
309404	1145900328
15421923	1145910656
4364955	1146334033
13925324	1146455689
2957902	1146839782
446699	1146921020
11375534	1146935114
11753780	1147247415
7849022	1147570104
11873723	1147785602
15302413	1148111581
59297	1148531682
11016653	1148535143
5551467	1148839394
12947269	1148993621
7148109	1149349070
12723144	1149545332
13019108	1149896427
11808264	1150255642
5993405	1150581628
11105963	1150746187
2650010	1151051089
7144840	1151125670
15255428	1151321841
267838	1151742446
7385687	1151751640
16283730	1151956218
7884193	1152405054
3088555	1152623317
1890422	1152708139
4921017	1152761867
848250	1152896991
6731110	1152922110
12540716	1153108719
849948	1153453010
8774139	1153478178
13777361	1153719065
9615717	1154099098
4638753	1154364891
5766952	1154494065
15905244	1154652408
2729230	1155090849
5577514	1155165808
9960168	1155318957
10501439	1155592401
16438797	1155882512
8121862	1156335604
1667993	1156558592
12066153	1156604417
14599827	1156937480
7007796	1157340088
15266771	1157534292
10783655	1157955205
13185487	1158253058
12508361	1158615045
14775868	1158960239
4536069	1159365885
7624821	1159490446
10312366	1159701590
9086803	1159984708
11996657	1160235983
15836229	1160565336
5343710	1161000088
13634326	1161146811
3360944	1161522924
16357545	1161615222
2065654	1162064282
14311003	1162121020
9804600	1162515704
1949362	1162784885
8287075	1162838431
1586313	1163067754
4304050	1163113138
7501165	1163231322
15516725	1163439071
5666	1163866851
14979991	1163868849
8117543	1164281894
6401027	1164504763
4195856	1164680515
5063921	1164797537
15705014	1164936581
10274034	1165367728
4607481	1165651588
11048525	1165779901
6283328	1166085027
4657301	1166257545
4841420	1166385431
93198	1166518364
1328961	1166520964
15197033	1166559285
2040547	1166976488
13433184	1167032540
6912768	1167403123
14743302	1167592924
1580220	1167999473
16338915	1168044689
10529027	1168493238
16275621	1168784105
746858	1169232717
16085044	1169253258
2252915	1169694842
82826	1169758524
14061524	1169760837
3554864	1170148668
2054555	1170248092
14129095	1170304529
12002241	1170692416
9998491	1171021923
12245636	1171298223
14551231	1171636207
15648554	1172037485
5548434	1172468884
6487870	1172623027
6926850	1172802958
5457259	1172993144
4348799	1173142989
2340657	1173264204
2712323	1173328495
7270375	1173402992
2820673	1173604399
8739974	1173681871
6299077	1173921827
4552607	1174096578
6394019	1174221587
11103668	1174397143
12326404	1174701982
1035377	1175042192
300180	1175070650
6556999	1175080726
6611169	1175262561
6007114	1175445873
725096	1175610810
3330081	1175630756
260244	1175724006
12786357	1175731184
13776186	1176082216
5552524	1176462221
12976348	1176616476
10716353	1176974522
6126680	1177268728
5809475	1177436948
8846441	1177598259
14081748	1177842933
14619975	1178231317
10462119	1178632686
223909	1178919913
4471194	1178926097
16292406	1179050672
10522911	1179499746
